ProductID,YearMonth,Quantity,Revenue,Category,SubCategory,Brand,Price,Year,Month,Quarter,Week,Day,AveragePrice,Season,Festival,TargetQuantity,TargetRevenue
P0002,2025-01,2.0,2160.0,3.0,10.0,9.0,440.0,2025,1,1,1,1,1080.0,2.0,4.0,9.0,10140.0
P0002,2025-02,9.0,10140.0,3.0,10.0,9.0,440.0,2025,2,1,1,1,1126.6666666666667,2.0,5.0,7.0,8220.0
P0002,2025-03,7.0,8220.0,3.0,10.0,9.0,440.0,2025,3,1,1,1,1174.2857142857142,1.0,7.0,8.0,9360.0
P0002,2025-04,8.0,9360.0,3.0,10.0,9.0,440.0,2025,4,2,1,1,1170.0,1.0,7.0,8.0,8940.0
P0002,2025-05,8.0,8940.0,3.0,10.0,9.0,440.0,2025,5,2,1,1,1117.5,1.0,7.0,2.0,1440.0
P0002,2025-06,2.0,1440.0,3.0,10.0,9.0,440.0,2025,6,2,1,1,720.0,0.0,6.0,4.0,3960.0
P0002,2025-07,4.0,3960.0,3.0,10.0,9.0,440.0,2025,7,3,1,1,990.0,0.0,0.0,10.0,11820.0
P0002,2025-08,10.0,11820.0,3.0,10.0,9.0,440.0,2025,8,3,1,1,1182.0,0.0,2.0,7.0,7980.0
P0002,2025-09,7.0,7980.0,3.0,10.0,9.0,440.0,2025,9,3,1,1,1140.0,0.0,5.0,9.0,10200.0
P0002,2025-10,9.0,10200.0,3.0,10.0,9.0,440.0,2025,10,4,1,1,1133.3333333333333,2.0,3.0,12.0,11640.0
P0002,2025-11,12.0,11640.0,3.0,10.0,9.0,440.0,2025,11,4,1,1,970.0,2.0,1.0,6.0,6960.0
P0002,2025-12,6.0,6960.0,3.0,10.0,9.0,440.0,2025,12,4,1,1,1160.0,2.0,8.0,,
P0003,2024-01,3.0,1890.0,4.0,9.0,0.0,2020.0,2024,1,1,1,1,630.0,2.0,4.0,9.0,7830.0
P0003,2024-02,9.0,7830.0,4.0,9.0,0.0,2020.0,2024,2,1,1,1,870.0,2.0,5.0,4.0,3600.0
P0003,2024-03,4.0,3600.0,4.0,9.0,0.0,2020.0,2024,3,1,1,1,900.0,1.0,7.0,11.0,9675.0
P0003,2024-04,11.0,9675.0,4.0,9.0,0.0,2020.0,2024,4,2,1,1,879.5454545454545,1.0,7.0,12.0,10485.0
P0003,2024-05,12.0,10485.0,4.0,9.0,0.0,2020.0,2024,5,2,1,1,873.75,1.0,7.0,12.0,7290.0
P0003,2024-06,12.0,7290.0,4.0,9.0,0.0,2020.0,2024,6,2,1,1,607.5,0.0,6.0,7.0,4320.0
P0003,2024-07,7.0,4320.0,4.0,9.0,0.0,2020.0,2024,7,3,1,1,617.1428571428571,0.0,0.0,4.0,3510.0
P0003,2024-08,4.0,3510.0,4.0,9.0,0.0,2020.0,2024,8,3,1,1,877.5,0.0,2.0,7.0,6030.0
P0003,2024-09,7.0,6030.0,4.0,9.0,0.0,2020.0,2024,9,3,1,1,861.4285714285714,0.0,5.0,1.0,810.0
P0003,2024-10,1.0,810.0,4.0,9.0,0.0,2020.0,2024,10,4,1,1,810.0,2.0,3.0,10.0,7650.0
P0003,2024-11,10.0,7650.0,4.0,9.0,0.0,2020.0,2024,11,4,1,1,765.0,2.0,1.0,10.0,8550.0
P0003,2024-12,10.0,8550.0,4.0,9.0,0.0,2020.0,2024,12,4,1,1,855.0,2.0,8.0,6.0,3600.0
P0003,2025-01,6.0,3600.0,4.0,9.0,0.0,2020.0,2025,1,1,1,1,600.0,2.0,4.0,10.0,8775.0
P0003,2025-02,10.0,8775.0,4.0,9.0,0.0,2020.0,2025,2,1,1,1,877.5,2.0,5.0,3.0,2610.0
P0003,2025-03,3.0,2610.0,4.0,9.0,0.0,2020.0,2025,3,1,1,1,870.0,1.0,7.0,5.0,4230.0
P0003,2025-04,5.0,4230.0,4.0,9.0,0.0,2020.0,2025,4,2,1,1,846.0,1.0,7.0,0.0,0.0
P0003,2025-05,0.0,0.0,4.0,9.0,0.0,2020.0,2025,5,2,1,1,2020.0,1.0,7.0,3.0,2250.0
P0003,2025-06,3.0,2250.0,4.0,9.0,0.0,2020.0,2025,6,2,1,1,750.0,0.0,6.0,5.0,3060.0
P0003,2025-07,5.0,3060.0,4.0,9.0,0.0,2020.0,2025,7,3,1,1,612.0,0.0,0.0,10.0,8775.0
P0003,2025-08,10.0,8775.0,4.0,9.0,0.0,2020.0,2025,8,3,1,1,877.5,0.0,2.0,7.0,5940.0
P0003,2025-09,7.0,5940.0,4.0,9.0,0.0,2020.0,2025,9,3,1,1,848.5714285714286,0.0,5.0,9.0,7740.0
P0003,2025-10,9.0,7740.0,4.0,9.0,0.0,2020.0,2025,10,4,1,1,860.0,2.0,3.0,9.0,6210.0
P0003,2025-11,9.0,6210.0,4.0,9.0,0.0,2020.0,2025,11,4,1,1,690.0,2.0,1.0,7.0,6075.0
P0003,2025-12,7.0,6075.0,4.0,9.0,0.0,2020.0,2025,12,4,1,1,867.8571428571429,2.0,8.0,,
P0004,2024-01,13.0,10200.0,1.0,1.0,1.0,1030.0,2024,1,1,1,1,784.6153846153846,2.0,4.0,6.0,6900.0
P0004,2024-02,6.0,6900.0,1.0,1.0,1.0,1030.0,2024,2,1,1,1,1150.0,2.0,5.0,4.0,4320.0
P0004,2024-03,4.0,4320.0,1.0,1.0,1.0,1030.0,2024,3,1,1,1,1080.0,1.0,7.0,4.0,4320.0
P0004,2024-04,4.0,4320.0,1.0,1.0,1.0,1030.0,2024,4,2,1,1,1080.0,1.0,7.0,9.0,10200.0
P0004,2024-05,9.0,10200.0,1.0,1.0,1.0,1030.0,2024,5,2,1,1,1133.3333333333333,1.0,7.0,8.0,6960.0
P0004,2024-06,8.0,6960.0,1.0,1.0,1.0,1030.0,2024,6,2,1,1,870.0,0.0,6.0,12.0,11520.0
P0004,2024-07,12.0,11520.0,1.0,1.0,1.0,1030.0,2024,7,3,1,1,960.0,0.0,0.0,8.0,8760.0
P0004,2024-08,8.0,8760.0,1.0,1.0,1.0,1030.0,2024,8,3,1,1,1095.0,0.0,2.0,0.0,0.0
P0004,2024-09,0.0,0.0,1.0,1.0,1.0,1030.0,2024,9,3,1,1,1030.0,0.0,5.0,5.0,5640.0
P0004,2024-10,5.0,5640.0,1.0,1.0,1.0,1030.0,2024,10,4,1,1,1128.0,2.0,3.0,4.0,3240.0
P0004,2024-11,4.0,3240.0,1.0,1.0,1.0,1030.0,2024,11,4,1,1,810.0,2.0,1.0,4.0,4440.0
P0004,2024-12,4.0,4440.0,1.0,1.0,1.0,1030.0,2024,12,4,1,1,1110.0,2.0,8.0,7.0,7320.0
P0004,2025-01,7.0,7320.0,1.0,1.0,1.0,1030.0,2025,1,1,1,1,1045.7142857142858,2.0,4.0,3.0,3240.0
P0004,2025-02,3.0,3240.0,1.0,1.0,1.0,1030.0,2025,2,1,1,1,1080.0,2.0,5.0,8.0,9120.0
P0004,2025-03,8.0,9120.0,1.0,1.0,1.0,1030.0,2025,3,1,1,1,1140.0,1.0,7.0,9.0,9900.0
P0004,2025-04,9.0,9900.0,1.0,1.0,1.0,1030.0,2025,4,2,1,1,1100.0,1.0,7.0,9.0,10320.0
P0004,2025-05,9.0,10320.0,1.0,1.0,1.0,1030.0,2025,5,2,1,1,1146.6666666666667,1.0,7.0,13.0,12240.0
P0004,2025-06,13.0,12240.0,1.0,1.0,1.0,1030.0,2025,6,2,1,1,941.5384615384615,0.0,6.0,8.0,6240.0
P0004,2025-07,8.0,6240.0,1.0,1.0,1.0,1030.0,2025,7,3,1,1,780.0,0.0,0.0,12.0,13380.0
P0004,2025-08,12.0,13380.0,1.0,1.0,1.0,1030.0,2025,8,3,1,1,1115.0,0.0,2.0,4.0,4320.0
P0004,2025-09,4.0,4320.0,1.0,1.0,1.0,1030.0,2025,9,3,1,1,1080.0,0.0,5.0,10.0,11160.0
P0004,2025-10,10.0,11160.0,1.0,1.0,1.0,1030.0,2025,10,4,1,1,1116.0,2.0,3.0,5.0,4680.0
P0004,2025-11,5.0,4680.0,1.0,1.0,1.0,1030.0,2025,11,4,1,1,936.0,2.0,1.0,11.0,12600.0
P0004,2025-12,11.0,12600.0,1.0,1.0,1.0,1030.0,2025,12,4,1,1,1145.4545454545455,2.0,8.0,,
P0005,2024-01,6.0,14700.0,1.0,12.0,1.0,700.0,2024,1,1,1,1,2450.0,2.0,4.0,4.0,13125.0
P0005,2024-02,4.0,13125.0,1.0,12.0,1.0,700.0,2024,2,1,1,1,3281.25,2.0,5.0,10.0,32375.0
P0005,2024-03,10.0,32375.0,1.0,12.0,1.0,700.0,2024,3,1,1,1,3237.5,1.0,7.0,13.0,44100.0
P0005,2024-04,13.0,44100.0,1.0,12.0,1.0,700.0,2024,4,2,1,1,3392.3076923076924,1.0,7.0,3.0,10500.0
P0005,2024-05,3.0,10500.0,1.0,12.0,1.0,700.0,2024,5,2,1,1,3500.0,1.0,7.0,4.0,11550.0
P0005,2024-06,4.0,11550.0,1.0,12.0,1.0,700.0,2024,6,2,1,1,2887.5,0.0,6.0,5.0,13650.0
P0005,2024-07,5.0,13650.0,1.0,12.0,1.0,700.0,2024,7,3,1,1,2730.0,0.0,0.0,10.0,31500.0
P0005,2024-08,10.0,31500.0,1.0,12.0,1.0,700.0,2024,8,3,1,1,3150.0,0.0,2.0,12.0,39375.0
P0005,2024-09,12.0,39375.0,1.0,12.0,1.0,700.0,2024,9,3,1,1,3281.25,0.0,5.0,3.0,9975.0
P0005,2024-10,3.0,9975.0,1.0,12.0,1.0,700.0,2024,10,4,1,1,3325.0,2.0,3.0,15.0,39200.0
P0005,2024-11,15.0,39200.0,1.0,12.0,1.0,700.0,2024,11,4,1,1,2613.3333333333335,2.0,1.0,2.0,6650.0
P0005,2024-12,2.0,6650.0,1.0,12.0,1.0,700.0,2024,12,4,1,1,3325.0,2.0,8.0,7.0,18200.0
P0005,2025-01,7.0,18200.0,1.0,12.0,1.0,700.0,2025,1,1,1,1,2600.0,2.0,4.0,9.0,29225.0
P0005,2025-02,9.0,29225.0,1.0,12.0,1.0,700.0,2025,2,1,1,1,3247.222222222222,2.0,5.0,3.0,9975.0
P0005,2025-03,3.0,9975.0,1.0,12.0,1.0,700.0,2025,3,1,1,1,3325.0,1.0,7.0,13.0,42700.0
P0005,2025-04,13.0,42700.0,1.0,12.0,1.0,700.0,2025,4,2,1,1,3284.6153846153848,1.0,7.0,8.0,26425.0
P0005,2025-05,8.0,26425.0,1.0,12.0,1.0,700.0,2025,5,2,1,1,3303.125,1.0,7.0,10.0,25550.0
P0005,2025-06,10.0,25550.0,1.0,12.0,1.0,700.0,2025,6,2,1,1,2555.0,0.0,6.0,8.0,21000.0
P0005,2025-07,8.0,21000.0,1.0,12.0,1.0,700.0,2025,7,3,1,1,2625.0,0.0,0.0,4.0,13300.0
P0005,2025-08,4.0,13300.0,1.0,12.0,1.0,700.0,2025,8,3,1,1,3325.0,0.0,2.0,6.0,19425.0
P0005,2025-09,6.0,19425.0,1.0,12.0,1.0,700.0,2025,9,3,1,1,3237.5,0.0,5.0,6.0,20475.0
P0005,2025-10,6.0,20475.0,1.0,12.0,1.0,700.0,2025,10,4,1,1,3412.5,2.0,3.0,13.0,32900.0
P0005,2025-11,13.0,32900.0,1.0,12.0,1.0,700.0,2025,11,4,1,1,2530.769230769231,2.0,1.0,15.0,50925.0
P0005,2025-12,15.0,50925.0,1.0,12.0,1.0,700.0,2025,12,4,1,1,3395.0,2.0,8.0,,
P0006,2024-01,4.0,2380.0,2.0,0.0,6.0,760.0,2024,1,1,1,1,595.0,2.0,4.0,11.0,7315.0
P0006,2024-02,11.0,7315.0,2.0,0.0,6.0,760.0,2024,2,1,1,1,665.0,2.0,5.0,16.0,10500.0
P0006,2024-03,16.0,10500.0,2.0,0.0,6.0,760.0,2024,3,1,1,1,656.25,1.0,7.0,8.0,5250.0
P0006,2024-04,8.0,5250.0,2.0,0.0,6.0,760.0,2024,4,2,1,1,656.25,1.0,7.0,12.0,8120.0
P0006,2024-05,12.0,8120.0,2.0,0.0,6.0,760.0,2024,5,2,1,1,676.6666666666666,1.0,7.0,6.0,3290.0
P0006,2024-06,6.0,3290.0,2.0,0.0,6.0,760.0,2024,6,2,1,1,548.3333333333334,0.0,6.0,14.0,7350.0
P0006,2024-07,14.0,7350.0,2.0,0.0,6.0,760.0,2024,7,3,1,1,525.0,0.0,0.0,5.0,3395.0
P0006,2024-08,5.0,3395.0,2.0,0.0,6.0,760.0,2024,8,3,1,1,679.0,0.0,2.0,5.0,3360.0
P0006,2024-09,5.0,3360.0,2.0,0.0,6.0,760.0,2024,9,3,1,1,672.0,0.0,5.0,6.0,4060.0
P0006,2024-10,6.0,4060.0,2.0,0.0,6.0,760.0,2024,10,4,1,1,676.6666666666666,2.0,3.0,12.0,5880.0
P0006,2024-11,12.0,5880.0,2.0,0.0,6.0,760.0,2024,11,4,1,1,490.0,2.0,1.0,18.0,12075.0
P0006,2024-12,18.0,12075.0,2.0,0.0,6.0,760.0,2024,12,4,1,1,670.8333333333334,2.0,8.0,10.0,4900.0
P0006,2025-01,10.0,4900.0,2.0,0.0,6.0,760.0,2025,1,1,1,1,490.0,2.0,4.0,12.0,8085.0
P0006,2025-02,12.0,8085.0,2.0,0.0,6.0,760.0,2025,2,1,1,1,673.75,2.0,5.0,2.0,1260.0
P0006,2025-03,2.0,1260.0,2.0,0.0,6.0,760.0,2025,3,1,1,1,630.0,1.0,7.0,9.0,6020.0
P0006,2025-04,9.0,6020.0,2.0,0.0,6.0,760.0,2025,4,2,1,1,668.8888888888889,1.0,7.0,5.0,3465.0
P0006,2025-05,5.0,3465.0,2.0,0.0,6.0,760.0,2025,5,2,1,1,693.0,1.0,7.0,8.0,4340.0
P0006,2025-06,8.0,4340.0,2.0,0.0,6.0,760.0,2025,6,2,1,1,542.5,0.0,6.0,2.0,1260.0
P0006,2025-07,2.0,1260.0,2.0,0.0,6.0,760.0,2025,7,3,1,1,630.0,0.0,0.0,9.0,6160.0
P0006,2025-08,9.0,6160.0,2.0,0.0,6.0,760.0,2025,8,3,1,1,684.4444444444445,0.0,2.0,10.0,6755.0
P0006,2025-09,10.0,6755.0,2.0,0.0,6.0,760.0,2025,9,3,1,1,675.5,0.0,5.0,7.0,4690.0
P0006,2025-10,7.0,4690.0,2.0,0.0,6.0,760.0,2025,10,4,1,1,670.0,2.0,3.0,9.0,5040.0
P0006,2025-11,9.0,5040.0,2.0,0.0,6.0,760.0,2025,11,4,1,1,560.0,2.0,1.0,6.0,3990.0
P0006,2025-12,6.0,3990.0,2.0,0.0,6.0,760.0,2025,12,4,1,1,665.0,2.0,8.0,,
P0007,2024-01,8.0,3780.0,1.0,2.0,1.0,600.0,2024,1,1,1,1,472.5,2.0,4.0,13.0,8750.0
P0007,2024-02,13.0,8750.0,1.0,2.0,1.0,600.0,2024,2,1,1,1,673.0769230769231,2.0,5.0,15.0,10045.0
P0007,2024-03,15.0,10045.0,1.0,2.0,1.0,600.0,2024,3,1,1,1,669.6666666666666,1.0,7.0,10.0,6475.0
P0007,2024-04,10.0,6475.0,1.0,2.0,1.0,600.0,2024,4,2,1,1,647.5,1.0,7.0,5.0,3220.0
P0007,2024-05,5.0,3220.0,1.0,2.0,1.0,600.0,2024,5,2,1,1,644.0,1.0,7.0,7.0,3220.0
P0007,2024-06,7.0,3220.0,1.0,2.0,1.0,600.0,2024,6,2,1,1,460.0,0.0,6.0,13.0,6090.0
P0007,2024-07,13.0,6090.0,1.0,2.0,1.0,600.0,2024,7,3,1,1,468.46153846153845,0.0,0.0,12.0,7980.0
P0007,2024-08,12.0,7980.0,1.0,2.0,1.0,600.0,2024,8,3,1,1,665.0,0.0,2.0,7.0,4620.0
P0007,2024-09,7.0,4620.0,1.0,2.0,1.0,600.0,2024,9,3,1,1,660.0,0.0,5.0,12.0,7910.0
P0007,2024-10,12.0,7910.0,1.0,2.0,1.0,600.0,2024,10,4,1,1,659.1666666666666,2.0,3.0,6.0,2730.0
P0007,2024-11,6.0,2730.0,1.0,2.0,1.0,600.0,2024,11,4,1,1,455.0,2.0,1.0,7.0,4690.0
P0007,2024-12,7.0,4690.0,1.0,2.0,1.0,600.0,2024,12,4,1,1,670.0,2.0,8.0,11.0,5740.0
P0007,2025-01,11.0,5740.0,1.0,2.0,1.0,600.0,2025,1,1,1,1,521.8181818181819,2.0,4.0,13.0,8610.0
P0007,2025-02,13.0,8610.0,1.0,2.0,1.0,600.0,2025,2,1,1,1,662.3076923076923,2.0,5.0,11.0,7385.0
P0007,2025-03,11.0,7385.0,1.0,2.0,1.0,600.0,2025,3,1,1,1,671.3636363636364,1.0,7.0,13.0,8890.0
P0007,2025-04,13.0,8890.0,1.0,2.0,1.0,600.0,2025,4,2,1,1,683.8461538461538,1.0,7.0,7.0,4480.0
P0007,2025-05,7.0,4480.0,1.0,2.0,1.0,600.0,2025,5,2,1,1,640.0,1.0,7.0,14.0,8330.0
P0007,2025-06,14.0,8330.0,1.0,2.0,1.0,600.0,2025,6,2,1,1,595.0,0.0,6.0,7.0,3500.0
P0007,2025-07,7.0,3500.0,1.0,2.0,1.0,600.0,2025,7,3,1,1,500.0,0.0,0.0,10.0,6615.0
P0007,2025-08,10.0,6615.0,1.0,2.0,1.0,600.0,2025,8,3,1,1,661.5,0.0,2.0,8.0,5250.0
P0007,2025-09,8.0,5250.0,1.0,2.0,1.0,600.0,2025,9,3,1,1,656.25,0.0,5.0,7.0,4760.0
P0007,2025-10,7.0,4760.0,1.0,2.0,1.0,600.0,2025,10,4,1,1,680.0,2.0,3.0,4.0,1820.0
P0007,2025-11,4.0,1820.0,1.0,2.0,1.0,600.0,2025,11,4,1,1,455.0,2.0,1.0,11.0,7700.0
P0007,2025-12,11.0,7700.0,1.0,2.0,1.0,600.0,2025,12,4,1,1,700.0,2.0,8.0,,
P0008,2024-01,2.0,1080.0,4.0,19.0,0.0,1600.0,2024,1,1,1,1,540.0,2.0,4.0,9.0,7425.0
P0008,2024-02,9.0,7425.0,4.0,19.0,0.0,1600.0,2024,2,1,1,1,825.0,2.0,5.0,4.0,3510.0
P0008,2024-03,4.0,3510.0,4.0,19.0,0.0,1600.0,2024,3,1,1,1,877.5,1.0,7.0,11.0,9360.0
P0008,2024-04,11.0,9360.0,4.0,19.0,0.0,1600.0,2024,4,2,1,1,850.9090909090909,1.0,7.0,5.0,4140.0
P0008,2024-05,5.0,4140.0,4.0,19.0,0.0,1600.0,2024,5,2,1,1,828.0,1.0,7.0,3.0,1710.0
P0008,2024-06,3.0,1710.0,4.0,19.0,0.0,1600.0,2024,6,2,1,1,570.0,0.0,6.0,9.0,6120.0
P0008,2024-07,9.0,6120.0,4.0,19.0,0.0,1600.0,2024,7,3,1,1,680.0,0.0,0.0,6.0,5310.0
P0008,2024-08,6.0,5310.0,4.0,19.0,0.0,1600.0,2024,8,3,1,1,885.0,0.0,2.0,8.0,6750.0
P0008,2024-09,8.0,6750.0,4.0,19.0,0.0,1600.0,2024,9,3,1,1,843.75,0.0,5.0,5.0,4050.0
P0008,2024-10,5.0,4050.0,4.0,19.0,0.0,1600.0,2024,10,4,1,1,810.0,2.0,3.0,7.0,4950.0
P0008,2024-11,7.0,4950.0,4.0,19.0,0.0,1600.0,2024,11,4,1,1,707.1428571428571,2.0,1.0,5.0,4230.0
P0008,2024-12,5.0,4230.0,4.0,19.0,0.0,1600.0,2024,12,4,1,1,846.0,2.0,8.0,9.0,5490.0
P0008,2025-01,9.0,5490.0,4.0,19.0,0.0,1600.0,2025,1,1,1,1,610.0,2.0,4.0,0.0,0.0
P0008,2025-02,0.0,0.0,4.0,19.0,0.0,1600.0,2025,2,1,1,1,1600.0,2.0,5.0,6.0,5130.0
P0008,2025-03,6.0,5130.0,4.0,19.0,0.0,1600.0,2025,3,1,1,1,855.0,1.0,7.0,3.0,2700.0
P0008,2025-04,3.0,2700.0,4.0,19.0,0.0,1600.0,2025,4,2,1,1,900.0,1.0,7.0,8.0,6750.0
P0008,2025-05,8.0,6750.0,4.0,19.0,0.0,1600.0,2025,5,2,1,1,843.75,1.0,7.0,6.0,4500.0
P0008,2025-06,6.0,4500.0,4.0,19.0,0.0,1600.0,2025,6,2,1,1,750.0,0.0,6.0,5.0,3240.0
P0008,2025-07,5.0,3240.0,4.0,19.0,0.0,1600.0,2025,7,3,1,1,648.0,0.0,0.0,6.0,4950.0
P0008,2025-08,6.0,4950.0,4.0,19.0,0.0,1600.0,2025,8,3,1,1,825.0,0.0,2.0,0.0,0.0
P0008,2025-09,0.0,0.0,4.0,19.0,0.0,1600.0,2025,9,3,1,1,1600.0,0.0,5.0,0.0,0.0
P0008,2025-10,0.0,0.0,4.0,19.0,0.0,1600.0,2025,10,4,1,1,1600.0,2.0,3.0,6.0,4590.0
P0008,2025-11,6.0,4590.0,4.0,19.0,0.0,1600.0,2025,11,4,1,1,765.0,2.0,1.0,10.0,8550.0
P0008,2025-12,10.0,8550.0,4.0,19.0,0.0,1600.0,2025,12,4,1,1,855.0,2.0,8.0,,
P0009,2024-01,3.0,2520.0,2.0,7.0,6.0,2360.0,2024,1,1,1,1,840.0,2.0,4.0,5.0,5760.0
P0009,2024-02,5.0,5760.0,2.0,7.0,6.0,2360.0,2024,2,1,1,1,1152.0,2.0,5.0,3.0,3600.0
P0009,2024-03,3.0,3600.0,2.0,7.0,6.0,2360.0,2024,3,1,1,1,1200.0,1.0,7.0,3.0,3600.0
P0009,2024-04,3.0,3600.0,2.0,7.0,6.0,2360.0,2024,4,2,1,1,1200.0,1.0,7.0,2.0,2340.0
P0009,2024-05,2.0,2340.0,2.0,7.0,6.0,2360.0,2024,5,2,1,1,1170.0,1.0,7.0,7.0,6240.0
P0009,2024-06,7.0,6240.0,2.0,7.0,6.0,2360.0,2024,6,2,1,1,891.4285714285714,0.0,6.0,1.0,720.0
P0009,2024-07,1.0,720.0,2.0,7.0,6.0,2360.0,2024,7,3,1,1,720.0,0.0,0.0,14.0,15900.0
P0009,2024-08,14.0,15900.0,2.0,7.0,6.0,2360.0,2024,8,3,1,1,1135.7142857142858,0.0,2.0,4.0,4440.0
P0009,2024-09,4.0,4440.0,2.0,7.0,6.0,2360.0,2024,9,3,1,1,1110.0,0.0,5.0,6.0,6780.0
P0009,2024-10,6.0,6780.0,2.0,7.0,6.0,2360.0,2024,10,4,1,1,1130.0,2.0,3.0,12.0,10440.0
P0009,2024-11,12.0,10440.0,2.0,7.0,6.0,2360.0,2024,11,4,1,1,870.0,2.0,1.0,2.0,2280.0
P0009,2024-12,2.0,2280.0,2.0,7.0,6.0,2360.0,2024,12,4,1,1,1140.0,2.0,8.0,6.0,4680.0
